fundo	parcela	lote	producto	dosis	volumen	area	toneladas
Mar Verde	PARCELA 25	L856	AMINOTERRA	3	800	2.28	15.75334037
Mar Verde	PARCELA 25	L856	ARGENFRUT	18	1800	2.28	15.75334037
Mar Verde	PARCELA 25	L856	BIOIL-S/ENHANCE	20	2000	2.59	15.75334037
Mar Verde	PARCELA 25	L856	BONUM	0.6	800	2.28	15.75334037
Mar Verde	PARCELA 25	L856	BTK-CROPS	4	2000	6.84	15.75334037
Mar Verde	PARCELA 25	L856	CALCI-B	3	800	2.28	15.75334037
Mar Verde	PARCELA 25	L856	CHUNGAR	1.8	1800	2.28	15.75334037
Mar Verde	PARCELA 25	L856	CITOBLOOM 2.4	1	800	2.28	15.75334037
Mar Verde	PARCELA 25	L856	CROPS CANELA	1.488352941	1905.882353	19.32	15.75334037
Mar Verde	PARCELA 25	L856	ESENFOL CaB ZINC	3	1000	2.28	15.75334037
Mar Verde	PARCELA 25	L856	FAST THRU	0.254916667	1700.4175	11.4	15.75334037
Mar Verde	PARCELA 25	L856	GF-120	1.583090909	1001.853636	13.11	15.75334037
Mar Verde	PARCELA 25	L856	GLADIADOR	1.866666667	1866.666667	7.92	15.75334037
Mar Verde	PARCELA 25	L856	HIPOCLORITO SODIO 5%	0.076090909	1709.318636	22.8	15.75334037
Mar Verde	PARCELA 25	L856	KELPURA	3	600	2.28	15.75334037
Mar Verde	PARCELA 25	L856	KEYLATE BORO	2	1000	2.28	15.75334037
Mar Verde	PARCELA 25	L856	LICTHOR	4	100	6.84	15.75334037
Mar Verde	PARCELA 25	L856	MAXI COVER	0.208212121	1387.878788	43.32	15.75334037
Mar Verde	PARCELA 25	L856	MICROCAT ZINC	0.6	1000	2.28	15.75334037
Mar Verde	PARCELA 25	L856	POTENSIL	2	2000.455455	11.4	15.75334037
Mar Verde	PARCELA 25	L856	ROBUST 5 SC	3	600	2.28	15.75334037
Mar Verde	PARCELA 25	L856	ROXICOP	2	1000	2.28	15.75334037
Mar Verde	PARCELA 25	L856	SBQ	2.3998	1200	6.84	15.75334037
Mar Verde	PARCELA 25	L856	STRICTO	1	100	2.28	15.75334037
Mar Verde	PARCELA 25	L856	TACHIGAREN	2	100	2.28	15.75334037
Mar Verde	PARCELA 25	L856	X-CYTE	1.2	866.6666667	4.56	15.75334037
Mar Verde	PARCELA 25	L857	ACAPROX	3	2000	6.84	18.52492409
Mar Verde	PARCELA 25	L857	ACARISIL 110 SC	0.601	2000	0.12	18.52492409
Mar Verde	PARCELA 25	L857	ACIDO FOSFORICO 85%	0.15	2000	2.28	18.52492409
Mar Verde	PARCELA 25	L857	ALGASIL	1	1600	6.84	18.52492409
Mar Verde	PARCELA 25	L857	AMINOTERRA	3	800	2.28	18.52492409
Mar Verde	PARCELA 25	L857	ARGENFRUT	18	1800	2.28	18.52492409
Mar Verde	PARCELA 25	L857	BIOIL-S/ENHANCE	20	2000	2.28	18.52492409
Mar Verde	PARCELA 25	L857	BONUM	0.6	800	2.28	18.52492409
Mar Verde	PARCELA 25	L857	BTK-CROPS	4	2000	6.84	18.52492409
Mar Verde	PARCELA 25	L857	CALCI-B	3	800	2.28	18.52492409
Mar Verde	PARCELA 25	L857	CHUNGAR	1.8	1800	2.28	18.52492409
Mar Verde	PARCELA 25	L857	CITOBLOOM 2.4	1	800	2.28	18.52492409
Mar Verde	PARCELA 25	L857	CROPS CANELA	1.488352941	1905.882353	19.31	18.52492409
Mar Verde	PARCELA 25	L857	ESENFOL CaB ZINC	3	1000	2.28	18.52492409
Mar Verde	PARCELA 25	L857	FAST THRU	0.254916667	1700.4175	11.4	18.52492409
Mar Verde	PARCELA 25	L857	GF-120	1.580315789	1159.578947	12.54	18.52492409
Mar Verde	PARCELA 25	L857	GLADIADOR	1.866666667	1866.666667	7.91	18.52492409
Mar Verde	PARCELA 25	L857	HIPOCLORITO SODIO 5%	0.07547619	1695.476667	22.8	18.52492409
Mar Verde	PARCELA 25	L857	KELPURA	3	600	2.28	18.52492409
Mar Verde	PARCELA 25	L857	KEYLATE BORO	2	1000	2.28	18.52492409
Mar Verde	PARCELA 25	L857	LICTHOR	4	100	6.84	18.52492409
Mar Verde	PARCELA 25	L857	MAXI COVER	0.20534375	1368.75	43.44	18.52492409
Mar Verde	PARCELA 25	L857	MICROCAT ZINC	0.6	1000	2.28	18.52492409
Mar Verde	PARCELA 25	L857	POTENSIL	2	2000.455455	11.4	18.52492409
Mar Verde	PARCELA 25	L857	ROBUST 5 SC	3	600	2.28	18.52492409
Mar Verde	PARCELA 25	L857	ROXICOP	2	1000	2.28	18.52492409
Mar Verde	PARCELA 25	L857	SBQ	2.3998	1200	6.84	18.52492409
Mar Verde	PARCELA 25	L857	STRICTO	1	100	2.28	18.52492409
Mar Verde	PARCELA 25	L857	TACHIGAREN	2	100	2.28	18.52492409
Mar Verde	PARCELA 25	L857	X-CYTE	1.2	866.6666667	4.56	18.52492409
Mar Verde	PARCELA 25	L858	ACAPROX	3	2000	2.28	19.37904467
Mar Verde	PARCELA 25	L858	ACARISIL 110 SC	0.6005	2000	2.28	19.37904467
Mar Verde	PARCELA 25	L858	ACIDO FOSFORICO 85%	0.15	2000	2.28	19.37904467
Mar Verde	PARCELA 25	L858	ALGASIL	1	1600	6.84	19.37904467
Mar Verde	PARCELA 25	L858	AMINOTERRA	3	1000	2.28	19.37904467
Mar Verde	PARCELA 25	L858	ARGENFRUT	18	1800	2.28	19.37904467
Mar Verde	PARCELA 25	L858	BAMECTIN	1.5	2000	6.84	19.37904467
Mar Verde	PARCELA 25	L858	BIOIL-S/ENHANCE	20	2000	2.28	19.37904467
Mar Verde	PARCELA 25	L858	BONUM	0.65	866.6666667	4.56	19.37904467
Mar Verde	PARCELA 25	L858	BTK-CROPS	4	2000	2.28	19.37904467
Mar Verde	PARCELA 25	L858	CALCI-B	3	800	2.28	19.37904467
Mar Verde	PARCELA 25	L858	CHUNGAR	1.8	1800	2.28	19.37904467
Mar Verde	PARCELA 25	L858	CLOSER 240 SC	0.6	2000	2.28	19.37904467
Mar Verde	PARCELA 25	L858	CROPS CANELA	1.4868	1893.333333	15.96	19.37904467
Mar Verde	PARCELA 25	L858	CYFLUNIL	0.75	1000	2.28	19.37904467
Mar Verde	PARCELA 25	L858	DOGMA	0.5005	800	2.28	19.37904467
Mar Verde	PARCELA 25	L858	EMACTIN 5% SG	0.8	2000	4.56	19.37904467
Mar Verde	PARCELA 25	L858	EPINGLE 10 EC	2	2000	2.28	19.37904467
Mar Verde	PARCELA 25	L858	ESENFOL CaB ZINC	3	1000	2.28	19.37904467
Mar Verde	PARCELA 25	L858	FAST THRU	0.250818182	1673.182727	11.4	19.37904467
Mar Verde	PARCELA 25	L858	GF-120	1.6	1750.5	4.53	19.37904467
Mar Verde	PARCELA 25	L858	GLADIADOR	1.866666667	1866.666667	9.12	19.37904467
Mar Verde	PARCELA 25	L858	HIPOCLORITO SODIO 5%	0.074529412	1670.882941	20.52	19.37904467
Mar Verde	PARCELA 25	L858	KELPURA	3	600	2.28	19.37904467
Mar Verde	PARCELA 25	L858	KEYLATE BORO	2	1000	2.28	19.37904467
Mar Verde	PARCELA 25	L858	LICTHOR	4	100	6.84	19.37904467
Mar Verde	PARCELA 25	L858	MAXI COVER	0.202058824	1347.058824	45.6	19.37904467
Mar Verde	PARCELA 25	L858	MICROCAT ZINC	0.6	1000	2.28	19.37904467
Mar Verde	PARCELA 25	L858	POTENSIL	2	2000.556667	6.84	19.37904467
Mar Verde	PARCELA 25	L858	ROBUST 5 SC	3	600	2.28	19.37904467
Mar Verde	PARCELA 25	L858	ROXICOP	2	1000	2.28	19.37904467
Mar Verde	PARCELA 25	L858	SBQ	2.4	1200	2.28	19.37904467
Mar Verde	PARCELA 25	L858	TACHIGAREN	2	100	2.28	19.37904467
Mar Verde	PARCELA 25	L858	X-CYTE	1.2	840	6.84	19.37904467
Mar Verde	PARCELA 25	L859	ACAPROX	3	2000	2.15	24.81052998
Mar Verde	PARCELA 25	L859	ACARISIL 110 SC	0.6	2000	2.03	24.81052998
Mar Verde	PARCELA 25	L859	ACIDO FOSFORICO 85%	0.15	2000	2.15	24.81052998
Mar Verde	PARCELA 25	L859	ALGASIL	1	1600	6.45	24.81052998
Mar Verde	PARCELA 25	L859	AMINOTERRA	3	1000	2.15	24.81052998
Mar Verde	PARCELA 25	L859	ARGENFRUT	18	1800	2.15	24.81052998
Mar Verde	PARCELA 25	L859	BAMECTIN	1.5	2000	6.45	24.81052998
Mar Verde	PARCELA 25	L859	BIOIL-S/ENHANCE	20	2000	2.15	24.81052998
Mar Verde	PARCELA 25	L859	BONUM	0.65	866.6666667	4.3	24.81052998
Mar Verde	PARCELA 25	L859	BTK-CROPS	4	2000	2.15	24.81052998
Mar Verde	PARCELA 25	L859	CALCI-B	3	800	2.15	24.81052998
Mar Verde	PARCELA 25	L859	CHUNGAR	1.8	1800	2.15	24.81052998
Mar Verde	PARCELA 25	L859	CLOSER 240 SC	0.6	2000	2.15	24.81052998
Mar Verde	PARCELA 25	L859	CROPS CANELA	1.4868	1893.333333	15.05	24.81052998
Mar Verde	PARCELA 25	L859	CYFLUNIL	0.75	1000	2.15	24.81052998
Mar Verde	PARCELA 25	L859	DOGMA	0.5005	800	2.15	24.81052998
Mar Verde	PARCELA 25	L859	EMACTIN 5% SG	0.8	2000	4.3	24.81052998
Mar Verde	PARCELA 25	L859	EPINGLE 10 EC	2	2000	2.15	24.81052998
Mar Verde	PARCELA 25	L859	ESENFOL CaB ZINC	3	1000	2.15	24.81052998
Mar Verde	PARCELA 25	L859	FAST THRU	0.250818182	1673.182727	10.75	24.81052998
Mar Verde	PARCELA 25	L859	GF-120	1.6	1750.5	4.32	24.81052998
Mar Verde	PARCELA 25	L859	GLADIADOR	1.866666667	1866.666667	8.6	24.81052998
Mar Verde	PARCELA 25	L859	HIPOCLORITO SODIO 5%	0.074529412	1670.882941	19.35	24.81052998
Mar Verde	PARCELA 25	L859	KELPURA	3	600	2.15	24.81052998
Mar Verde	PARCELA 25	L859	KEYLATE BORO	2	1000	2.15	24.81052998
Mar Verde	PARCELA 25	L859	LICTHOR	4	100	6.45	24.81052998
Mar Verde	PARCELA 25	L859	MAXI COVER	0.1996875	1331.25	40.73	24.81052998
Mar Verde	PARCELA 25	L859	MICROCAT ZINC	0.6	1000	2.15	24.81052998
Mar Verde	PARCELA 25	L859	POTENSIL	2	2000.556667	6.45	24.81052998
Mar Verde	PARCELA 25	L859	ROBUST 5 SC	3	600	2.15	24.81052998
Mar Verde	PARCELA 25	L859	ROXICOP	2	1000	2.15	24.81052998
Mar Verde	PARCELA 25	L859	TACHIGAREN	2	100	2.15	24.81052998
Mar Verde	PARCELA 25	L859	X-CYTE	1.2	840	6.45	24.81052998
Mar Verde	PARCELA 25	L860	ACAPROX	3	2000	2.28	20.20967687
Mar Verde	PARCELA 25	L860	ACARISIL 110 SC	0.6	2000	2.28	20.20967687
Mar Verde	PARCELA 25	L860	ACIDO FOSFORICO 85%	0.15	2000	2.28	20.20967687
Mar Verde	PARCELA 25	L860	ALG MARINA	3	800	1.96	20.20967687
Mar Verde	PARCELA 25	L860	ALGASIL	1	1828.571429	4.88	20.20967687
Mar Verde	PARCELA 25	L860	AMINOTERRA	3	1000	2.28	20.20967687
Mar Verde	PARCELA 25	L860	ARGENFRUT	18	1800	2.28	20.20967687
Mar Verde	PARCELA 25	L860	BAMECTIN	1.500666667	2000	6.53	20.20967687
Mar Verde	PARCELA 25	L860	BIOIL-S/ENHANCE	20	2000	1.97	20.20967687
Mar Verde	PARCELA 25	L860	BONUM	0.700666667	933.3333333	4.56	20.20967687
Mar Verde	PARCELA 25	L860	BTK-CROPS	4	2000	2.28	20.20967687
Mar Verde	PARCELA 25	L860	CALCI-B	3	800	2.28	20.20967687
Mar Verde	PARCELA 25	L860	CHUNGAR	1.8005	1800	2.28	20.20967687
Mar Verde	PARCELA 25	L860	CITOBLOOM 2.4	1	800	0.77	20.20967687
Mar Verde	PARCELA 25	L860	CLOSER 240 SC	0.599666667	2000	2.28	20.20967687
Mar Verde	PARCELA 25	L860	CROPS CANELA	1.475571429	1871.428571	15.96	20.20967687
Mar Verde	PARCELA 25	L860	CYFLUNIL	0.75	1000	2.28	20.20967687
Mar Verde	PARCELA 25	L860	DOGMA	0.5005	800	2.28	20.20967687
Mar Verde	PARCELA 25	L860	EMACTIN 5% SG	0.79975	2000	4.96	20.20967687
Mar Verde	PARCELA 25	L860	EPINGLE 10 EC	2	2000	2.28	20.20967687
Mar Verde	PARCELA 25	L860	ESENFOL CaB ZINC	3	800	2.28	20.20967687
Mar Verde	PARCELA 25	L860	FAST THRU	0.272769231	1815.384615	14.08	20.20967687
Mar Verde	PARCELA 25	L860	GF-120	1.6	1750.5	4.56	20.20967687
Mar Verde	PARCELA 25	L860	GLADIADOR	1.92	1920	9.12	20.20967687
Mar Verde	PARCELA 25	L860	HIPOCLORITO SODIO 5%	0.075681818	1709.090909	23.2	20.20967687
Mar Verde	PARCELA 25	L860	KELPURA	3	600	2.28	20.20967687
Mar Verde	PARCELA 25	L860	KEYLATE BORO	2	800	2.28	20.20967687
Mar Verde	PARCELA 25	L860	LICTHOR	4	100	6.84	20.20967687
Mar Verde	PARCELA 25	L860	MAXI COVER	0.205710526	1368.421053	43.01	20.20967687
Mar Verde	PARCELA 25	L860	MICROCAT ZINC	0.6005	800	2.28	20.20967687
Mar Verde	PARCELA 25	L860	POTENSIL	2	2000	9.12	20.20967687
Mar Verde	PARCELA 25	L860	ROBUST 5 SC	3	600	2.28	20.20967687
Mar Verde	PARCELA 25	L860	ROXICOP	2	1000	2.28	20.20967687
Mar Verde	PARCELA 25	L860	TACHIGAREN	2	100	2.28	20.20967687
Mar Verde	PARCELA 25	L860	X-CYTE	1.2	800	6.07	20.20967687
Mar Verde	PARCELA 25	L861	ACAPROX	3	2000	4.38	16.32760082
Mar Verde	PARCELA 25	L861	ACIDO FOSFORICO 85%	0.15	2000	2.19	16.32760082
Mar Verde	PARCELA 25	L861	ALGASIL	1	1760	6.57	16.32760082
Mar Verde	PARCELA 25	L861	AMINOTERRA	3	800	2.19	16.32760082
Mar Verde	PARCELA 25	L861	ARGENFRUT	18	1800	2.19	16.32760082
Mar Verde	PARCELA 25	L861	BIOIL-S/ENHANCE	20	2000	3.24	16.32760082
Mar Verde	PARCELA 25	L861	BONUM	0.6	800	2.19	16.32760082
Mar Verde	PARCELA 25	L861	BTK-CROPS	4	2000	4.38	16.32760082
Mar Verde	PARCELA 25	L861	CALCI-B	3	800	2.19	16.32760082
Mar Verde	PARCELA 25	L861	CHUNGAR	1.8	1800	2.19	16.32760082
Mar Verde	PARCELA 25	L861	CITOBLOOM 2.4	1	800	2.19	16.32760082
Mar Verde	PARCELA 25	L861	CROPS CANELA	1.488411765	1905.882353	21.9	16.32760082
Mar Verde	PARCELA 25	L861	EMACTIN 5% SG	0.801	2000	2.19	16.32760082
Mar Verde	PARCELA 25	L861	ESENFOL CaB ZINC	3	1000	2.19	16.32760082
Mar Verde	PARCELA 25	L861	FAST THRU	0.2775	1850	10.95	16.32760082
Mar Verde	PARCELA 25	L861	GF-120	1.582142857	954.4761905	13.87	16.32760082
Mar Verde	PARCELA 25	L861	GLADIADOR	1.885714286	1885.714286	10.95	16.32760082
Mar Verde	PARCELA 25	L861	HIPOCLORITO SODIO 5%	0.078785714	1771.428571	21.9	16.32760082
Mar Verde	PARCELA 25	L861	KELPURA	3	600	2.19	16.32760082
Mar Verde	PARCELA 25	L861	KEYLATE BORO	2	900	2.19	16.32760082
Mar Verde	PARCELA 25	L861	LICTHOR	4	100	6.57	16.32760082
Mar Verde	PARCELA 25	L861	MAXI COVER	0.196333333	1300	37.23	16.32760082
Mar Verde	PARCELA 25	L861	MICROCAT ZINC	0.6	900	2.19	16.32760082
Mar Verde	PARCELA 25	L861	POTENSIL	2	2000	10.95	16.32760082
Mar Verde	PARCELA 25	L861	ROBUST 5 SC	3	600	2.19	16.32760082
Mar Verde	PARCELA 25	L861	ROXICOP	2	1000	2.19	16.32760082
Mar Verde	PARCELA 25	L861	SBQ	2.39975	1200	6.57	16.32760082
Mar Verde	PARCELA 25	L861	STRICTO	1	100	2.19	16.32760082
Mar Verde	PARCELA 25	L861	TACHIGAREN	2	100	2.19	16.32760082
Mar Verde	PARCELA 25	L861	X-CYTE	1.2	866.6666667	4.38	16.32760082
Mar Verde	PARCELA 25	L862	ACAPROX	3	2000	2.19	18.42347239
Mar Verde	PARCELA 25	L862	ACARISIL 110 SC	0.6	2000	2.19	18.42347239
Mar Verde	PARCELA 25	L862	ACIDO FOSFORICO 85%	0.15	2000	2.19	18.42347239
Mar Verde	PARCELA 25	L862	ALGASIL	1	1760	6.57	18.42347239
Mar Verde	PARCELA 25	L862	AMINOTERRA	3	1000	2.19	18.42347239
Mar Verde	PARCELA 25	L862	ARGENFRUT	18	1800	2.19	18.42347239
Mar Verde	PARCELA 25	L862	BAMECTIN	1.5	2000	6.57	18.42347239
Mar Verde	PARCELA 25	L862	BIOIL-S/ENHANCE	20	2000	2.19	18.42347239
Mar Verde	PARCELA 25	L862	BONUM	0.675	900	4.38	18.42347239
Mar Verde	PARCELA 25	L862	BTK-CROPS	4	2000	2.19	18.42347239
Mar Verde	PARCELA 25	L862	CALCI-B	3	800	2.19	18.42347239
Mar Verde	PARCELA 25	L862	CHUNGAR	1.8	1800	2.19	18.42347239
Mar Verde	PARCELA 25	L862	CLOSER 240 SC	0.6	2000	2.19	18.42347239
Mar Verde	PARCELA 25	L862	CROPS CANELA	1.485857143	1885.714286	15.33	18.42347239
Mar Verde	PARCELA 25	L862	CYFLUNIL	0.75	1000	2.19	18.42347239
Mar Verde	PARCELA 25	L862	DOGMA	0.501	800	2.19	18.42347239
Mar Verde	PARCELA 25	L862	EMACTIN 5% SG	0.799	2000	3.98	18.42347239
Mar Verde	PARCELA 25	L862	EPINGLE 10 EC	2	2000	2.19	18.42347239
Mar Verde	PARCELA 25	L862	ESENFOL CaB ZINC	3	1000	2.19	18.42347239
Mar Verde	PARCELA 25	L862	FAST THRU	0.2775	1850	10.55	18.42347239
Mar Verde	PARCELA 25	L862	GF-120	1.600142857	1714.857143	3.82	18.42347239
Mar Verde	PARCELA 25	L862	GLADIADOR	1.9	1900	8.76	18.42347239
Mar Verde	PARCELA 25	L862	HIPOCLORITO SODIO 5%	0.078153846	1753.846154	19.31	18.42347239
Mar Verde	PARCELA 25	L862	KELPURA	3	600	2.19	18.42347239
Mar Verde	PARCELA 25	L862	KEYLATE BORO	2	900	2.19	18.42347239
Mar Verde	PARCELA 25	L862	LICTHOR	4	100	6.57	18.42347239
Mar Verde	PARCELA 25	L862	MAXI COVER	0.217571429	1442.857143	41.61	18.42347239
Mar Verde	PARCELA 25	L862	MICROCAT ZINC	0.6	900	2.19	18.42347239
Mar Verde	PARCELA 25	L862	POTENSIL	2	2000	6.57	18.42347239
Mar Verde	PARCELA 25	L862	ROBUST 5 SC	3	600	2.19	18.42347239
Mar Verde	PARCELA 25	L862	ROXICOP	2	1000	2.19	18.42347239
Mar Verde	PARCELA 25	L862	TACHIGAREN	2	100	2.19	18.42347239
Mar Verde	PARCELA 25	L862	X-CYTE	1.2	850	6.57	18.42347239
Mar Verde	PARCELA 25	L863	ACAPROX	3	2000	2.07	19.61056765
Mar Verde	PARCELA 25	L863	ACARISIL 110 SC	0.6	2000	2.07	19.61056765
Mar Verde	PARCELA 25	L863	ACIDO FOSFORICO 85%	0.15	2000	2.07	19.61056765
Mar Verde	PARCELA 25	L863	ALGASIL	1	1760	6.21	19.61056765
Mar Verde	PARCELA 25	L863	AMINOTERRA	3	1000	2.07	19.61056765
Mar Verde	PARCELA 25	L863	ARGENFRUT	18	1800	2.07	19.61056765
Mar Verde	PARCELA 25	L863	BAMECTIN	1.5	2000	5.26	19.61056765
Mar Verde	PARCELA 25	L863	BIOIL-S/ENHANCE	20	2000	2.07	19.61056765
Mar Verde	PARCELA 25	L863	BONUM	0.675	900	4.14	19.61056765
Mar Verde	PARCELA 25	L863	BTK-CROPS	4	2000	2.07	19.61056765
Mar Verde	PARCELA 25	L863	CALCI-B	3	800	2.07	19.61056765
Mar Verde	PARCELA 25	L863	CHUNGAR	1.8	1800	2.07	19.61056765
Mar Verde	PARCELA 25	L863	CLOSER 240 SC	0.6	2000	2.07	19.61056765
Mar Verde	PARCELA 25	L863	CROPS CANELA	1.485857143	1885.714286	14.49	19.61056765
Mar Verde	PARCELA 25	L863	CYFLUNIL	0.75	1000	2.07	19.61056765
Mar Verde	PARCELA 25	L863	DOGMA	0.501	800	2.07	19.61056765
Mar Verde	PARCELA 25	L863	EMACTIN 5% SG	0.79925	2000	4.14	19.61056765
Mar Verde	PARCELA 25	L863	EPINGLE 10 EC	2	2000	2.07	19.61056765
Mar Verde	PARCELA 25	L863	ESENFOL CaB ZINC	3	1000	2.07	19.61056765
Mar Verde	PARCELA 25	L863	FAST THRU	0.28	1866.666667	10.35	19.61056765
Mar Verde	PARCELA 25	L863	GF-120	1.600142857	1714.857143	3.64	19.61056765
Mar Verde	PARCELA 25	L863	GLADIADOR	1.9	1900	8.28	19.61056765
Mar Verde	PARCELA 25	L863	HIPOCLORITO SODIO 5%	0.078928571	1771.428571	18.63	19.61056765
Mar Verde	PARCELA 25	L863	KELPURA	3	600	2.07	19.61056765
Mar Verde	PARCELA 25	L863	KEYLATE BORO	2	900	2.07	19.61056765
Mar Verde	PARCELA 25	L863	LICTHOR	4	100	6.21	19.61056765
Mar Verde	PARCELA 25	L863	MAXI COVER	0.214481481	1422.222222	38.38	19.61056765
Mar Verde	PARCELA 25	L863	MICROCAT ZINC	0.6	900	2.07	19.61056765
Mar Verde	PARCELA 25	L863	POTENSIL	2	2000	6.21	19.61056765
Mar Verde	PARCELA 25	L863	ROBUST 5 SC	3	600	2.07	19.61056765
Mar Verde	PARCELA 25	L863	ROXICOP	2	1000	2.07	19.61056765
Mar Verde	PARCELA 25	L863	TACHIGAREN	2	100	2.07	19.61056765
Mar Verde	PARCELA 25	L863	X-CYTE	1.2	850	6.21	19.61056765
Mar Verde	PARCELA 25	L864	ACAPROX	3	2000	2.19	22.66340474
Mar Verde	PARCELA 25	L864	ACARISIL 110 SC	0.5995	2000	2.19	22.66340474
Mar Verde	PARCELA 25	L864	ACIDO FOSFORICO 85%	0.151333333	2000	2.19	22.66340474
Mar Verde	PARCELA 25	L864	ALGASIL	1	1657.142857	6.57	22.66340474
Mar Verde	PARCELA 25	L864	AMINOTERRA	3	900	2.19	22.66340474
Mar Verde	PARCELA 25	L864	ARGENFRUT	18	1800	2.19	22.66340474
Mar Verde	PARCELA 25	L864	BAMECTIN	1.500333333	2000	6.57	22.66340474
Mar Verde	PARCELA 25	L864	BIOIL-S/ENHANCE	20	2000	2.19	22.66340474
Mar Verde	PARCELA 25	L864	BONUM	0.701	933.3333333	4.38	22.66340474
Mar Verde	PARCELA 25	L864	BTK-CROPS	4	2000	2.19	22.66340474
Mar Verde	PARCELA 25	L864	CALCI-B	3	800	2.19	22.66340474
Mar Verde	PARCELA 25	L864	CHUNGAR	1.801	1800	2.19	22.66340474
Mar Verde	PARCELA 25	L864	CLOSER 240 SC	0.6	2000	2.19	22.66340474
Mar Verde	PARCELA 25	L864	CROPS CANELA	1.446846154	1876.923077	15.33	22.66340474
Mar Verde	PARCELA 25	L864	CYFLUNIL	0.7505	1000	2.19	22.66340474
Mar Verde	PARCELA 25	L864	DOGMA	0.501	800	2.19	22.66340474
Mar Verde	PARCELA 25	L864	EMACTIN 5% SG	0.8016	2000	4.38	22.66340474
Mar Verde	PARCELA 25	L864	EPINGLE 10 EC	2	2000	2.19	22.66340474
Mar Verde	PARCELA 25	L864	ESENFOL CaB ZINC	3	800	2.19	22.66340474
Mar Verde	PARCELA 25	L864	FAST THRU	0.275857143	1828.571429	13.14	22.66340474
Mar Verde	PARCELA 25	L864	GF-120	1.600125	1750.5	4.4	22.66340474
Mar Verde	PARCELA 25	L864	GLADIADOR	1.9005	1900	8.76	22.66340474
Mar Verde	PARCELA 25	L864	HIPOCLORITO SODIO 5%	0.074571429	1685.714286	21.9	22.66340474
Mar Verde	PARCELA 25	L864	KELPURA	3	600	2.19	22.66340474
Mar Verde	PARCELA 25	L864	KEYLATE BORO	2	800	2.19	22.66340474
Mar Verde	PARCELA 25	L864	LICTHOR	4	100	6.57	22.66340474
Mar Verde	PARCELA 25	L864	MAXI COVER	0.2093125	1393.75	41.61	22.66340474
Mar Verde	PARCELA 25	L864	MICROCAT ZINC	0.6	800	2.19	22.66340474
Mar Verde	PARCELA 25	L864	POTENSIL	2	2000	8.76	22.66340474
Mar Verde	PARCELA 25	L864	ROBUST 5 SC	3	600	2.19	22.66340474
Mar Verde	PARCELA 25	L864	ROXICOP	2	1000	2.19	22.66340474
Mar Verde	PARCELA 25	L864	TACHIGAREN	2	100	2.19	22.66340474
Mar Verde	PARCELA 25	L864	X-CYTE	1.20025	800	6.57	22.66340474
Mar Verde	PARCELA 25	L865	ACAPROX	3	2000	6.84	16.73771393
Mar Verde	PARCELA 25	L865	ACIDO FOSFORICO 85%	0.1495	2000	2.28	16.73771393
Mar Verde	PARCELA 25	L865	ALGASIL	1	1600	6.84	16.73771393
Mar Verde	PARCELA 25	L865	AMINOTERRA	3	800	2.28	16.73771393
Mar Verde	PARCELA 25	L865	ARGENFRUT	18	1800	2.28	16.73771393
Mar Verde	PARCELA 25	L865	BIOIL-S/ENHANCE	19.8256	2000	6.84	16.73771393
Mar Verde	PARCELA 25	L865	BONUM	0.6	800	2.28	16.73771393
Mar Verde	PARCELA 25	L865	BTK-CROPS	4	2000	6.84	16.73771393
Mar Verde	PARCELA 25	L865	CALCI-B	3	800	2.28	16.73771393
Mar Verde	PARCELA 25	L865	CHUNGAR	1.8	1800	2.28	16.73771393
Mar Verde	PARCELA 25	L865	CITOBLOOM 2.4	1	800	1.7	16.73771393
Mar Verde	PARCELA 25	L865	CROPS CANELA	1.446538462	1876.923077	18.24	16.73771393
Mar Verde	PARCELA 25	L865	EMBATE 480 SL	1.0875	108.745	2.28	16.73771393
Mar Verde	PARCELA 25	L865	ESENFOL CaB ZINC	3	900	2.28	16.73771393
Mar Verde	PARCELA 25	L865	FAST THRU	0.255	1700	11.4	16.73771393
Mar Verde	PARCELA 25	L865	FERTIMAR SC	3	800	2.28	16.73771393
Mar Verde	PARCELA 25	L865	GF-120	1.580263158	949.3042105	11.4	16.73771393
Mar Verde	PARCELA 25	L865	GLADIADOR	1.88	1880	9.12	16.73771393
Mar Verde	PARCELA 25	L865	HIPOCLORITO SODIO 5%	0.075	1685.714286	21.98	16.73771393
Mar Verde	PARCELA 25	L865	KELPURA	3	600	2.28	16.73771393
Mar Verde	PARCELA 25	L865	KEYLATE BORO	2	800	2.28	16.73771393
Mar Verde	PARCELA 25	L865	LICTHOR	4	100	6.84	16.73771393
Mar Verde	PARCELA 25	L865	MAXI COVER	0.189066667	1260	45.6	16.73771393
Mar Verde	PARCELA 25	L865	MICROCAT ZINC	0.6	800	2.28	16.73771393
Mar Verde	PARCELA 25	L865	POTENSIL	2	2000	11.4	16.73771393
Mar Verde	PARCELA 25	L865	PRESSOR	3.6	600	2.28	16.73771393
Mar Verde	PARCELA 25	L865	SBQ	2.39975	1200	6.84	16.73771393
Mar Verde	PARCELA 25	L865	STRICTO	1	100	2.28	16.73771393
Mar Verde	PARCELA 25	L865	TACHIGAREN	2	100	2.28	16.73771393
Mar Verde	PARCELA 25	L865	TRONKAL	0.5	800	2.28	16.73771393
Mar Verde	PARCELA 25	L865	X-CYTE	1.2	840	5.14	16.73771393
Mar Verde	PARCELA 25	L866	ACAPROX	3	2000	2.28	15.68259718
